,player_lines,Act No.
3860,"  Ham. Why he more than another?
",ACT V.
3861,"  Clown. Why, sir, his hide is so tann'd with his trade that 'a will
",ACT V.
3862,"    keep out water a great while; and your water is a sore decayer of
",ACT V.
3863,"    your whoreson dead body. Here's a skull now. This skull hath lien
",ACT V.
3864,"    you i' th' earth three-and-twenty years.
",ACT V.
3865,"  Ham. Whose was it?
",ACT V.
3866,"  Clown. A whoreson, mad fellow's it was. Whose do you think it was?
",ACT V.
3867,"  Ham. Nay, I know not.
",ACT V.
3868,"  Clown. A pestilence on him for a mad rogue! 'A pour'd a flagon of
",ACT V.
3869,"    Rhenish on my head once. This same skull, sir, was Yorick's
",ACT V.
3870,"    skull, the King's jester.
",ACT V.
3871,"  Ham. This?
",ACT V.
3872,"  Clown. E'en that.
",ACT V.
3873,"  Ham. Let me see. [Takes the skull.] Alas, poor Yorick! I knew him,  
",ACT V.
3874,"    Horatio. A fellow of infinite jest, of most excellent fancy. He
",ACT V.
3875,"    hath borne me on his back a thousand tunes. And now how abhorred
",ACT V.
3876,"    in my imagination it is! My gorge rises at it. Here hung those
",ACT V.
3877,"    lips that I have kiss'd I know not how oft. Where be your gibes
",ACT V.
3878,"    now? your gambols? your songs? your flashes of merriment that
",ACT V.
3879,"    were wont to set the table on a roar? Not one now, to mock your
",ACT V.
3880,"    own grinning? Quite chap- fall'n? Now get you to my lady's
",ACT V.
3881,"    chamber, and tell her, let her paint an inch thick, to this
",ACT V.
3882,"    favour she must come. Make her laugh at that. Prithee, Horatio,
",ACT V.
3883,"    tell me one thing.
",ACT V.
3884,"  Hor. What's that, my lord?
",ACT V.
3885,"  Ham. Dost thou think Alexander look'd o' this fashion i' th' earth?
",ACT V.
3886,"  Hor. E'en so.
",ACT V.
3887,"  Ham. And smelt so? Pah!
",ACT V.
3888,"                                          [Puts down the skull.]
",ACT V.
3889,"  Hor. E'en so, my lord.
",ACT V.
3890,"  Ham. To what base uses we may return, Horatio! Why may not
",ACT V.
3891,"    imagination trace the noble dust of Alexander till he find it
",ACT V.
3892,"    stopping a bunghole?
",ACT V.
3893,"  Hor. 'Twere to consider too curiously, to consider so.  
",ACT V.
3894,"  Ham. No, faith, not a jot; but to follow him thither with modesty
",ACT V.
3895,"    enough, and likelihood to lead it; as thus: Alexander died,
",ACT V.
3896,"    Alexander was buried, Alexander returneth into dust; the dust is
",ACT V.
3897,"    earth; of earth we make loam; and why of that loam (whereto he
",ACT V.
3898,"    was converted) might they not stop a beer barrel?
",ACT V.
3899,"    Imperious Caesar, dead and turn'd to clay,
",ACT V.
3900,"    Might stop a hole to keep the wind away.
",ACT V.
3901,"    O, that that earth which kept the world in awe
",ACT V.
3902,"    Should patch a wall t' expel the winter's flaw!
",ACT V.
3903,"    But soft! but soft! aside! Here comes the King-
",ACT V.
3904,"
",ACT V.
3905,"    Enter [priests with] a coffin [in funeral procession], King,
",ACT V.
3906,"             Queen, Laertes, with Lords attendant.]
",ACT V.
3907,"
",ACT V.
3908,"    The Queen, the courtiers. Who is this they follow?
",ACT V.
3909,"    And with such maimed rites? This doth betoken
",ACT V.
3910,"    The corse they follow did with desp'rate hand
",ACT V.
3911,"    Fordo it own life. 'Twas of some estate.
",ACT V.
3912,"    Couch we awhile, and mark.
",ACT V.
3913,"                                         [Retires with Horatio.]  
",ACT V.
3914,"  Laer. What ceremony else?
",ACT V.
3915,"  Ham. That is Laertes,
",ACT V.
3916,"    A very noble youth. Mark.
",ACT V.
3917,"  Laer. What ceremony else?
",ACT V.
3918,"  Priest. Her obsequies have been as far enlarg'd
",ACT V.
3919,"    As we have warranty. Her death was doubtful;
",ACT V.
3920,"    And, but that great command o'ersways the order,
",ACT V.
3921,"    She should in ground unsanctified have lodg'd
",ACT V.
3922,"    Till the last trumpet. For charitable prayers,
",ACT V.
3923,"    Shards, flints, and pebbles should be thrown on her.
",ACT V.
3924,"    Yet here she is allow'd her virgin crants,
",ACT V.
3925,"    Her maiden strewments, and the bringing home
",ACT V.
3926,"    Of bell and burial.
",ACT V.
3927,"  Laer. Must there no more be done?
",ACT V.
3928,"  Priest. No more be done.
",ACT V.
3929,"    We should profane the service of the dead
",ACT V.
3930,"    To sing a requiem and such rest to her
",ACT V.
3931,"    As to peace-parted souls.
",ACT V.
3932,"  Laer. Lay her i' th' earth;
",ACT V.
3933,"    And from her fair and unpolluted flesh  
",ACT V.
3934,"    May violets spring! I tell thee, churlish priest,
",ACT V.
3935,"    A minist'ring angel shall my sister be
",ACT V.
3936,"    When thou liest howling.
",ACT V.
3937,"  Ham. What, the fair Ophelia?
",ACT V.
3938,"  Queen. Sweets to the sweet! Farewell.
",ACT V.
3939,"                                             [Scatters flowers.]
",ACT V.
3940,"    I hop'd thou shouldst have been my Hamlet's wife;
",ACT V.
3941,"    I thought thy bride-bed to have deck'd, sweet maid,
",ACT V.
3942,"    And not have strew'd thy grave.
",ACT V.
3943,"  Laer. O, treble woe
",ACT V.
3944,"    Fall ten times treble on that cursed head
",ACT V.
3945,"    Whose wicked deed thy most ingenious sense
",ACT V.
3946,"    Depriv'd thee of! Hold off the earth awhile,
",ACT V.
3947,"    Till I have caught her once more in mine arms.
",ACT V.
3948,"                                             Leaps in the grave.
",ACT V.
3949,"    Now pile your dust upon the quick and dead
",ACT V.
3950,"    Till of this flat a mountain you have made
",ACT V.
3951,"    T' o'ertop old Pelion or the skyish head
",ACT V.
3952,"    Of blue Olympus.
",ACT V.
3953,"  Ham. [comes forward] What is he whose grief  
",ACT V.
3954,"    Bears such an emphasis? whose phrase of sorrow
",ACT V.
3955,"    Conjures the wand'ring stars, and makes them stand
",ACT V.
3956,"    Like wonder-wounded hearers? This is I,
",ACT V.
3957,"    Hamlet the Dane.                    [Leaps in after Laertes.
",ACT V.
3958,"  Laer. The devil take thy soul!
",ACT V.
3959,"                                            [Grapples with him].
",ACT V.
3960,"  Ham. Thou pray'st not well.
",ACT V.
3961,"    I prithee take thy fingers from my throat;
",ACT V.
3962,"    For, though I am not splenitive and rash,
",ACT V.
3963,"    Yet have I in me something dangerous,
",ACT V.
3964,"    Which let thy wisdom fear. Hold off thy hand!
",ACT V.
3965,"  King. Pluck thein asunder.
",ACT V.
3966,"  Queen. Hamlet, Hamlet!
",ACT V.
3967,"  All. Gentlemen!
",ACT V.
3968,"  Hor. Good my lord, be quiet.
",ACT V.
3969,"             [The Attendants part them, and they come out of the
",ACT V.
3970,"                                                         grave.]
",ACT V.
3971,"  Ham. Why, I will fight with him upon this theme
",ACT V.
3972,"    Until my eyelids will no longer wag.
",ACT V.
3973,"  Queen. O my son, what theme?  
",ACT V.
3974,"  Ham. I lov'd Ophelia. Forty thousand brothers
",ACT V.
3975,"    Could not (with all their quantity of love)
",ACT V.
3976,"    Make up my sum. What wilt thou do for her?
",ACT V.
3977,"  King. O, he is mad, Laertes.
",ACT V.
3978,"  Queen. For love of God, forbear him!
",ACT V.
3979,"  Ham. 'Swounds, show me what thou't do.
",ACT V.
3980,"    Woo't weep? woo't fight? woo't fast? woo't tear thyself?
",ACT V.
3981,"    Woo't drink up esill? eat a crocodile?
",ACT V.
3982,"    I'll do't. Dost thou come here to whine?
",ACT V.
3983,"    To outface me with leaping in her grave?
",ACT V.
3984,"    Be buried quick with her, and so will I.
",ACT V.
3985,"    And if thou prate of mountains, let them throw
",ACT V.
3986,"    Millions of acres on us, till our ground,
",ACT V.
3987,"    Singeing his pate against the burning zone,
",ACT V.
3988,"    Make Ossa like a wart! Nay, an thou'lt mouth,
",ACT V.
3989,"    I'll rant as well as thou.
",ACT V.
3990,"  Queen. This is mere madness;
",ACT V.
3991,"    And thus a while the fit will work on him.
",ACT V.
3992,"    Anon, as patient as the female dove
",ACT V.
3993,"    When that her golden couplets are disclos'd,  
",ACT V.
3994,"    His silence will sit drooping.
",ACT V.
3995,"  Ham. Hear you, sir!
",ACT V.
3996,"    What is the reason that you use me thus?
",ACT V.
3997,"    I lov'd you ever. But it is no matter.
",ACT V.
3998,"    Let Hercules himself do what he may,
",ACT V.
3999,"    The cat will mew, and dog will have his day.
",ACT V.
4000,"Exit.
",ACT V.
4001,"  King. I pray thee, good Horatio, wait upon him.
",ACT V.
4002,"                                                   Exit Horatio.
",ACT V.
4003,"    [To Laertes] Strengthen your patience in our last night's speech.
",ACT V.
4004,"    We'll put the matter to the present push.-
",ACT V.
4005,"    Good Gertrude, set some watch over your son.-
",ACT V.
4006,"    This grave shall have a living monument.
",ACT V.
4007,"    An hour of quiet shortly shall we see;
",ACT V.
4008,"    Till then in patience our proceeding be.
",ACT V.
4009,"                                                         Exeunt.
",ACT V.
4010,"
",ACT V.
4011,"
",ACT V.
4012,"
",ACT V.
4013,"
",ACT V.
4014,"Scene II.
",ACT V.
4015,"Elsinore. A hall in the Castle.
",ACT V.
4016,"
",ACT V.
4017,"Enter Hamlet and Horatio.
",ACT V.
4018,"
",ACT V.
4019,"  Ham. So much for this, sir; now shall you see the other.
",ACT V.
4020,"    You do remember all the circumstance?
",ACT V.
4021,"  Hor. Remember it, my lord!
",ACT V.
4022,"  Ham. Sir, in my heart there was a kind of fighting
",ACT V.
4023,"    That would not let me sleep. Methought I lay
",ACT V.
4024,"    Worse than the mutinies in the bilboes. Rashly-
",ACT V.
4025,"    And prais'd be rashness for it; let us know,
",ACT V.
4026,"    Our indiscretion sometime serves us well
",ACT V.
4027,"    When our deep plots do pall; and that should learn us
",ACT V.
4028,"    There's a divinity that shapes our ends,
",ACT V.
4029,"    Rough-hew them how we will-
",ACT V.
4030,"  Hor. That is most certain.
",ACT V.
4031,"  Ham. Up from my cabin,
",ACT V.
4032,"    My sea-gown scarf'd about me, in the dark
",ACT V.
4033,"    Grop'd I to find out them; had my desire,
",ACT V.
4034,"    Finger'd their packet, and in fine withdrew
",ACT V.
4035,"    To mine own room again; making so bold  
",ACT V.
4036,"    (My fears forgetting manners) to unseal
",ACT V.
4037,"    Their grand commission; where I found, Horatio
",ACT V.
4038,"    (O royal knavery!), an exact command,
",ACT V.
4039,"    Larded with many several sorts of reasons,
",ACT V.
4040,"    Importing Denmark's health, and England's too,
",ACT V.
4041,"    With, hoo! such bugs and goblins in my life-
",ACT V.
4042,"    That, on the supervise, no leisure bated,
",ACT V.
4043,"    No, not to stay the finding of the axe,
",ACT V.
4044,"    My head should be struck off.
",ACT V.
4045,"  Hor. Is't possible?
",ACT V.
4046,"  Ham. Here's the commission; read it at more leisure.
",ACT V.
4047,"    But wilt thou bear me how I did proceed?
",ACT V.
4048,"  Hor. I beseech you.
",ACT V.
4049,"  Ham. Being thus benetted round with villanies,
",ACT V.
4050,"    Or I could make a prologue to my brains,
",ACT V.
4051,"    They had begun the play. I sat me down;
",ACT V.
4052,"    Devis'd a new commission; wrote it fair.
",ACT V.
4053,"    I once did hold it, as our statists do,
",ACT V.
4054,"    A baseness to write fair, and labour'd much
",ACT V.
4055,"    How to forget that learning; but, sir, now  
",ACT V.
4056,"    It did me yeoman's service. Wilt thou know
",ACT V.
4057,"    Th' effect of what I wrote?
",ACT V.
4058,"  Hor. Ay, good my lord.
",ACT V.
4059,"  Ham. An earnest conjuration from the King,
",ACT V.
4060,"    As England was his faithful tributary,
",ACT V.
4061,"    As love between them like the palm might flourish,
",ACT V.
4062,"    As peace should still her wheaten garland wear
",ACT V.
4063,"    And stand a comma 'tween their amities,
",ACT V.
4064,"    And many such-like as's of great charge,
",ACT V.
4065,"    That, on the view and knowing of these contents,
",ACT V.
4066,"    Without debatement further, more or less,
",ACT V.
4067,"    He should the bearers put to sudden death,
",ACT V.
4068,"    Not shriving time allow'd.
",ACT V.
4069,"  Hor. How was this seal'd?
",ACT V.
4070,"  Ham. Why, even in that was heaven ordinant.
",ACT V.
4071,"    I had my father's signet in my purse,
",ACT V.
4072,"    which was the model of that Danish seal;
",ACT V.
4073,"    Folded the writ up in the form of th' other,
",ACT V.
4074,"    Subscrib'd it, gave't th' impression, plac'd it safely,
",ACT V.
4075,"    The changeling never known. Now, the next day  
",ACT V.
4076,"    Was our sea-fight; and what to this was sequent
",ACT V.
4077,"    Thou know'st already.
",ACT V.
4078,"  Hor. So Guildenstern and Rosencrantz go to't.
",ACT V.
4079,"  Ham. Why, man, they did make love to this employment!
",ACT V.
4080,"    They are not near my conscience; their defeat
",ACT V.
4081,"    Does by their own insinuation grow.
",ACT V.
4082,"    'Tis dangerous when the baser nature comes
",ACT V.
4083,"    Between the pass and fell incensed points
",ACT V.
4084,"    Of mighty opposites.
",ACT V.
4085,"  Hor. Why, what a king is this!
",ACT V.
4086,"  Ham. Does it not, thinks't thee, stand me now upon-
",ACT V.
4087,"    He that hath kill'd my king, and whor'd my mother;
",ACT V.
4088,"    Popp'd in between th' election and my hopes;
",ACT V.
4089,"    Thrown out his angle for my Proper life,
",ACT V.
4090,"    And with such coz'nage- is't not perfect conscience
",ACT V.
4091,"    To quit him with this arm? And is't not to be damn'd
",ACT V.
4092,"    To let this canker of our nature come
",ACT V.
4093,"    In further evil?
",ACT V.
4094,"  Hor. It must be shortly known to him from England
",ACT V.
4095,"    What is the issue of the business there.  
",ACT V.
4096,"  Ham. It will be short; the interim is mine,
",ACT V.
4097,"    And a man's life is no more than to say 'one.'
",ACT V.
4098,"    But I am very sorry, good Horatio,
",ACT V.
4099,"    That to Laertes I forgot myself,
",ACT V.
4100,"    For by the image of my cause I see
",ACT V.
4101,"    The portraiture of his. I'll court his favours.
",ACT V.
4102,"    But sure the bravery of his grief did put me
",ACT V.
4103,"    Into a tow'ring passion.
",ACT V.
4104,"  Hor. Peace! Who comes here?
",ACT V.
4105,"
",ACT V.
4106,"                 Enter young Osric, a courtier.
",ACT V.
4107,"
",ACT V.
4108,"  Osr. Your lordship is right welcome back to Denmark.
",ACT V.
4109,"  Ham. I humbly thank you, sir. [Aside to Horatio] Dost know this
",ACT V.
4110,"    waterfly?
",ACT V.
4111,"  Hor. [aside to Hamlet] No, my good lord.
",ACT V.
4112,"  Ham. [aside to Horatio] Thy state is the more gracious; for 'tis a
",ACT V.
4113,"    vice to know him. He hath much land, and fertile. Let a beast be
",ACT V.
4114,"    lord of beasts, and his crib shall stand at the king's mess. 'Tis
",ACT V.
4115,"    a chough; but, as I say, spacious in the possession of dirt.  
",ACT V.
4116,"  Osr. Sweet lord, if your lordship were at leisure, I should impart
",ACT V.
4117,"    a thing to you from his Majesty.
",ACT V.
